State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Bihar,AURANGABAD,1997,Kharif     ,Arhar/Tur,745.0,531.0
Bihar,BANKA,1997,Autumn     ,Rice,38.0,59.0
Bihar,BEGUSARAI,1997,Autumn     ,Rice,7812.0,11698.0
Bihar,BHAGALPUR,1997,Autumn     ,Rice,1215.0,1867.0
Bihar,BHOJPUR,1997,Autumn     ,Rice,682.0,733.0
Bihar,BUXAR,1997,Kharif     ,Arhar/Tur,956.0,935.0
Bihar,DARBHANGA,1997,Autumn     ,Rice,19578.0,19904.0
Bihar,GAYA,1997,Autumn     ,Rice,2816.0,4607.0
Bihar,GOPALGANJ,1997,Autumn     ,Rice,73672.0,119083.0
Bihar,JAMUI,1997,Kharif     ,Arhar/Tur,306.0,229.0
Bihar,JEHANABAD,1997,Autumn     ,Rice,3.0,3.0
Bihar,KAIMUR (BHABUA),1997,Autumn     ,Rice,367.0,395.0
Bihar,KATIHAR,1997,Autumn     ,Rice,21370.0,24893.0
Bihar,KHAGARIA,1997,Autumn     ,Rice,6967.0,4272.0
Bihar,KISHANGANJ,1997,Autumn     ,Rice,12838.0,10254.0
Bihar,LAKHISARAI,1997,Kharif     ,Arhar/Tur,77.0,57.0
Bihar,MADHEPURA,1997,Autumn     ,Rice,18452.0,26003.0
Bihar,MADHUBANI,1997,Autumn     ,Rice,25274.0,32983.0
Bihar,MUNGER,1997,Autumn     ,Rice,5.0,5.0
Bihar,MUZAFFARPUR,1997,Autumn     ,Rice,28848.0,34285.0
Bihar,NALANDA,1997,Kharif     ,Arhar/Tur,359.0,745.0
Bihar,NAWADA,1997,Autumn     ,Rice,2.0,2.0
Bihar,PASHCHIM CHAMPARAN,1997,Autumn     ,Rice,80375.0,147314.0
Bihar,PATNA,1997,Autumn     ,Rice,1179.0,1594.0
Bihar,PURBI CHAMPARAN,1997,Autumn     ,Rice,65949.0,83328.0
Bihar,PURNIA,1997,Autumn     ,Rice,19065.0,23419.0
Bihar,ROHTAS,1997,Autumn     ,Rice,1047.0,1637.0
Bihar,SAHARSA,1997,Autumn     ,Rice,12672.0,12324.0
Bihar,SAMASTIPUR,1997,Autumn     ,Rice,30879.0,41438.0
Bihar,SARAN,1997,Autumn     ,Rice,20955.0,29940.0
Bihar,SHEIKHPURA,1997,Kharif     ,Arhar/Tur,85.0,61.0
Bihar,SHEOHAR,1997,Autumn     ,Rice,5376.0,8612.0
Bihar,SITAMARHI,1997,Autumn     ,Rice,22925.0,28028.0
Bihar,SIWAN,1997,Autumn     ,Rice,35529.0,37976.0
Bihar,SUPAUL,1997,Autumn     ,Rice,16354.0,20397.0
Bihar,VAISHALI,1997,Autumn     ,Rice,8561.0,7602.0
Chandigarh,CHANDIGARH,1998,Kharif     ,Arhar/Tur,8.0,8.0
Chhattisgarh,BALOD,2011,Kharif     ,Arhar/Tur,607.0,290.0
Chhattisgarh,BALODA BAZAR,2011,Kharif     ,Arhar/Tur,1492.0,474.0
Chhattisgarh,BALRAMPUR,2011,Kharif     ,Arhar/Tur,8362.0,3652.0
Chhattisgarh,BASTAR,2000,Kharif     ,Arhar/Tur,975.0,565.0
Chhattisgarh,BEMETARA,2011,Kharif     ,Arhar/Tur,4495.0,2144.0
Chhattisgarh,BIJAPUR,2006,Kharif     ,Small millets,1272.0,11.0
Chhattisgarh,BILASPUR,2000,Kharif     ,Arhar/Tur,3295.0,1480.0
Chhattisgarh,DANTEWADA,2000,Kharif     ,Arhar/Tur,968.0,492.0
Chhattisgarh,DHAMTARI,2000,Kharif     ,Arhar/Tur,176.0,51.0
Chhattisgarh,DURG,2000,Kharif     ,Arhar/Tur,6191.0,1937.0
Chhattisgarh,GARIYABAND,2011,Kharif     ,Arhar/Tur,610.0,195.0
Chhattisgarh,JANJGIR-CHAMPA,2000,Kharif     ,Arhar/Tur,855.0,435.0
Chhattisgarh,JASHPUR,2000,Kharif     ,Arhar/Tur,3084.0,1590.0
Chhattisgarh,KABIRDHAM,2000,Kharif     ,Arhar/Tur,6220.0,1946.0
Chhattisgarh,KANKER,2000,Kharif     ,Arhar/Tur,447.0,196.0
Chhattisgarh,KONDAGAON,2011,Kharif     ,Arhar/Tur,166.0,93.0
Chhattisgarh,KORBA,2000,Kharif     ,Arhar/Tur,696.0,307.0
Chhattisgarh,KOREA,2000,Kharif     ,Arhar/Tur,2731.0,1385.0
Chhattisgarh,MAHASAMUND,2000,Kharif     ,Arhar/Tur,888.0,307.0
Chhattisgarh,MUNGELI,2011,Kharif     ,Arhar/Tur,1987.0,1027.0
Chhattisgarh,NARAYANPUR,2005,Kharif     ,Mesta,18.0,52.0
Chhattisgarh,RAIGARH,2000,Kharif     ,Arhar/Tur,1254.0,496.0
Chhattisgarh,RAIPUR,2000,Kharif     ,Arhar/Tur,2615.0,705.0
Chhattisgarh,RAJNANDGAON,2000,Kharif     ,Arhar/Tur,5625.0,2288.0
Chhattisgarh,SUKMA,2011,Kharif     ,Arhar/Tur,385.0,137.0
Chhattisgarh,SURAJPUR,2011,Kharif     ,Arhar/Tur,3778.0,1650.0
Chhattisgarh,SURGUJA,2000,Kharif     ,Arhar/Tur,13363.0,7005.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif     ,Arhar/Tur,1624.0,1440.0
Goa,NORTH GOA,1997,Kharif     ,Groundnut,310.0,376.0
Goa,SOUTH GOA,1997,Kharif     ,Groundnut,40.0,71.0
Gujarat,AHMADABAD,1997,Kharif     ,Arhar/Tur,2900.0,2200.0
Gujarat,AMRELI,1997,Kharif     ,Arhar/Tur,1100.0,800.0
Gujarat,ANAND,2003,Kharif     ,Arhar/Tur,1100.0,900.0
Gujarat,BANAS KANTHA,1997,Kharif     ,Arhar/Tur,5100.0,3800.0
Gujarat,BHARUCH,1997,Kharif     ,Arhar/Tur,124500.0,64700.0
Gujarat,BHAVNAGAR,1997,Kharif     ,Arhar/Tur,2300.0,1700.0
Gujarat,DANG,1997,Kharif     ,Arhar/Tur,3200.0,2400.0
Gujarat,DOHAD,2003,Kharif     ,Arhar/Tur,13500.0,15400.0
Gujarat,GANDHINAGAR,1997,Kharif     ,Arhar/Tur,200.0,200.0
Gujarat,JAMNAGAR,1997,Kharif     ,Arhar/Tur,6300.0,4700.0
Gujarat,JUNAGADH,1997,Kharif     ,Arhar/Tur,3100.0,2300.0
Gujarat,KACHCHH,1997,Kharif     ,Arhar/Tur,300.0,200.0
Gujarat,KHEDA,1997,Kharif     ,Arhar/Tur,14400.0,10400.0
Gujarat,MAHESANA,1997,Kharif     ,Arhar/Tur,1800.0,1400.0
Gujarat,NARMADA,2003,Kharif     ,Arhar/Tur,23400.0,22600.0
Gujarat,NAVSARI,2003,Kharif     ,Arhar/Tur,2900.0,2500.0
Gujarat,PANCH MAHALS,1997,Kharif     ,Arhar/Tur,45900.0,49400.0
Gujarat,PATAN,2003,Kharif     ,Arhar/Tur,1700.0,1500.0
Gujarat,PORBANDAR,2003,Kharif     ,Arhar/Tur,100.0,100.0
Gujarat,RAJKOT,1997,Kharif     ,Arhar/Tur,2700.0,2000.0
Gujarat,SABAR KANTHA,1997,Kharif     ,Arhar/Tur,46200.0,46700.0
Gujarat,SURAT,1997,Kharif     ,Arhar/Tur,23800.0,17000.0
Gujarat,SURENDRANAGAR,1997,Kharif     ,Arhar/Tur,200.0,200.0
Gujarat,TAPI,2008,Kharif     ,Arhar/Tur,14600.0,8300.0
Gujarat,VADODARA,1997,Kharif     ,Arhar/Tur,105400.0,82600.0
Gujarat,VALSAD,1997,Kharif     ,Arhar/Tur,6200.0,3500.0
Haryana,AMBALA,1997,Kharif     ,Bajra,1000.0,1000.0
Haryana,BHIWANI,1997,Kharif     ,Bajra,187000.0,153000.0
Haryana,FARIDABAD,1997,Kharif     ,Bajra,19000.0,22000.0
Haryana,FATEHABAD,1997,Kharif     ,Bajra,11000.0,17000.0
Haryana,GURGAON,1997,Kharif     ,Bajra,52000.0,58000.0
Haryana,HISAR,1997,Kharif     ,Bajra,62000.0,109000.0
Haryana,JHAJJAR,1997,Kharif     ,Bajra,29000.0,33000.0
Haryana,JIND,1997,Kharif     ,Bajra,39000.0,56000.0
Haryana,KAITHAL,1997,Kharif     ,Bajra,6000.0,11000.0
Haryana,KARNAL,1997,Kharif     ,Bajra,2000.0,2000.0
Haryana,KURUKSHETRA,1997,Kharif     ,Maize,1000.0,2000.0
Haryana,MAHENDRAGARH,1997,Kharif     ,Bajra,92000.0,117000.0
Haryana,MEWAT,2005,Kharif     ,Arhar/Tur,401.0,400.0
Haryana,PALWAL,2008,Kharif     ,Arhar/Tur,1591.0,1600.0
Haryana,PANCHKULA,1997,Kharif     ,Bajra,1000.0,1000.0
Haryana,PANIPAT,1997,Kharif     ,Bajra,1000.0,1000.0
Haryana,REWARI,1997,Kharif     ,Bajra,49000.0,53000.0
Haryana,ROHTAK,1997,Kharif     ,Bajra,19000.0,22000.0
Haryana,SIRSA,1997,Kharif     ,Bajra,4000.0,4000.0
Haryana,SONIPAT,1997,Kharif     ,Bajra,9000.0,13000.0
Haryana,YAMUNANAGAR,1997,Kharif     ,Bajra,1000.0,1000.0
Himachal Pradesh,CHAMBA,1998,Kharif     ,Horse-gram,333.0,141.0
Himachal Pradesh,HAMIRPUR,1998,Kharif     ,Bajra,2.0,1.0
Himachal Pradesh,KANGRA,1998,Kharif     ,Bajra,435.0,241.0
Himachal Pradesh,KINNAUR,1998,Kharif     ,Maize,295.0,649.0
Himachal Pradesh,KULLU,1998,Kharif     ,Groundnut,1.0,1.0
Himachal Pradesh,LAHUL AND SPITI,1998,Kharif     ,Maize,35.0,77.0
Himachal Pradesh,MANDI,1998,Kharif     ,Bajra,16.0,9.0
Himachal Pradesh,SHIMLA,1998,Kharif     ,Arhar/Tur,24.0,6.0
Himachal Pradesh,SIRMAUR,1998,Kharif     ,Arhar/Tur,7.0,2.0
Himachal Pradesh,SOLAN,1998,Kharif     ,Arhar/Tur,93.0,21.0
Himachal Pradesh,UNA,1998,Kharif     ,Groundnut,3.0,3.0
Jammu and Kashmir ,ANANTNAG,1997,Kharif     ,Maize,21291.0,19100.0
Jammu and Kashmir ,BADGAM,1997,Kharif     ,Maize,12876.0,6800.0
Jammu and Kashmir ,BANDIPORA,2007,Kharif     ,Maize,5144.0,4870.0
Jammu and Kashmir ,BARAMULLA,1997,Kharif     ,Maize,25193.0,19100.0
Jammu and Kashmir ,DODA,1997,Kharif     ,Maize,48194.0,78500.0
Jammu and Kashmir ,GANDERBAL,2007,Kharif     ,Maize,3397.0,3940.0
Jammu and Kashmir ,JAMMU,1997,Kharif     ,Maize,26766.0,41900.0
Jammu and Kashmir ,KARGIL,1997,Rabi       ,Wheat,1603.0,1390.0
Jammu and Kashmir ,KATHUA,1997,Kharif     ,Maize,15893.0,28900.0
Jammu and Kashmir ,KISHTWAR,2007,Kharif     ,Barley,16.0,4.2
Jammu and Kashmir ,KULGAM,2007,Kharif     ,Dry chillies,26.0,30.8
Jammu and Kashmir ,KUPWARA,1997,Kharif     ,Maize,21774.0,12100.0
Jammu and Kashmir ,LEH LADAKH,1997,Rabi       ,Wheat,3725.0,2920.0
Jammu and Kashmir ,POONCH,1997,Kharif     ,Maize,23674.0,46200.0
Jammu and Kashmir ,PULWAMA,1997,Kharif     ,Maize,9620.0,9900.0
Jammu and Kashmir ,RAJAURI,1997,Kharif     ,Maize,44683.0,80800.0
Jammu and Kashmir ,RAMBAN,2007,Kharif     ,Maize,16912.0,19290.0
Jammu and Kashmir ,REASI,2007,Kharif     ,Bajra,359.0,215.4
Jammu and Kashmir ,SAMBA,2007,Kharif     ,Bajra,5521.0,3307.8
Jammu and Kashmir ,SHOPIAN,2007,Kharif     ,Maize,1479.0,1360.0
Jammu and Kashmir ,SRINAGAR,1997,Kharif     ,Maize,5344.0,6500.0
Jammu and Kashmir ,UDHAMPUR,1997,Kharif     ,Maize,55575.0,91100.0
Jharkhand,BOKARO,2002,Autumn     ,Maize,1589.28,2223.4
Jharkhand,CHATRA,2002,Autumn     ,Maize,4679.7,6766.85
Jharkhand,DEOGHAR,2002,Autumn     ,Maize,2778.16,3011.53
Jharkhand,DHANBAD,2002,Autumn     ,Maize,1353.91,1150.82
Jharkhand,DUMKA,2002,Autumn     ,Maize,11002.27,16503.4
Jharkhand,EAST SINGHBUM,2002,Autumn     ,Rice,2525.35,1870.44
Jharkhand,GARHWA,2002,Rabi       ,Arhar/Tur,4422.75,6952.56
Jharkhand,GIRIDIH,2002,Autumn     ,Maize,9656.45,8488.01
Jharkhand,GODDA,2002,Autumn     ,Maize,4690.39,5398.63
Jharkhand,GUMLA,2002,Autumn     ,Maize,1936.99,2151.99
Jharkhand,HAZARIBAGH,2002,Autumn     ,Maize,8017.0,7656.24
Jharkhand,JAMTARA,2003,Autumn     ,Maize,2770.74,4951.31
Jharkhand,KHUNTI,2010,Rabi       ,Arhar/Tur,443.0,558.0
Jharkhand,KODERMA,2002,Autumn     ,Ragi,627.4,766.05
Jharkhand,LATEHAR,2003,Autumn     ,Maize,10365.92,22317.83
Jharkhand,LOHARDAGA,2002,Autumn     ,Ragi,1863.34,1043.47
Jharkhand,PAKUR,2002,Autumn     ,Maize,2730.54,4912.24
Jharkhand,PALAMU,2002,Autumn     ,Maize,9659.7,11127.97
Jharkhand,RAMGARH,2010,Rabi       ,Arhar/Tur,127.0,241.0
Jharkhand,RANCHI,2002,Autumn     ,Maize,3453.05,3895.04
Jharkhand,SAHEBGANJ,2002,Autumn     ,Maize,12.2,19.11
Jharkhand,SARAIKELA KHARSAWAN,2003,Autumn     ,Maize,3251.07,4356.43
Jharkhand,SIMDEGA,2003,Autumn     ,Maize,590.45,577.46
Jharkhand,WEST SINGHBHUM,2002,Autumn     ,Maize,1220.69,1004.62
Karnataka,BAGALKOT,1998,Kharif     ,Arhar/Tur,6154.0,2602.0
Karnataka,BANGALORE RURAL,1997,Kharif     ,Paddy,11240.0,39367.0
Karnataka,BELGAUM,1997,Kharif     ,Arhar/Tur,11268.0,1820.0
Karnataka,BELLARY,1997,Kharif     ,Arhar/Tur,10477.0,3324.0
Karnataka,BENGALURU URBAN,1997,Kharif     ,Arhar/Tur,6057.0,4131.0
Karnataka,BIDAR,1997,Kharif     ,Arhar/Tur,48463.0,3499.0
Karnataka,CHAMARAJANAGAR,1998,Kharif     ,Arhar/Tur,2487.0,572.0
Karnataka,CHIKBALLAPUR,2007,Kharif     ,Arhar/Tur,7021.0,3001.0
Karnataka,CHIKMAGALUR,1997,Kharif     ,Arhar/Tur,930.0,217.0
Karnataka,CHITRADURGA,1997,Kharif     ,Arhar/Tur,10247.0,4225.0
Karnataka,DAKSHIN KANNAD,1997,Kharif     ,Black pepper,1059.0,245.0
Karnataka,DAVANGERE,1998,Kharif     ,Arhar/Tur,6657.0,3428.0
Karnataka,DHARWAD,1997,Kharif     ,Arhar/Tur,13160.0,4851.0
Karnataka,GADAG,1998,Kharif     ,Arhar/Tur,2449.0,503.0
Karnataka,GULBARGA,1997,Kharif     ,Arhar/Tur,238994.0,60394.0
Karnataka,HASSAN,1997,Kharif     ,Arhar/Tur,3432.0,828.0
Karnataka,HAVERI,1998,Kharif     ,Arhar/Tur,7477.0,2216.0
Karnataka,KODAGU,1997,Kharif     ,Black pepper,1385.0,393.0
Karnataka,KOLAR,1997,Kharif     ,Arhar/Tur,9925.0,3432.0
Karnataka,KOPPAL,1998,Kharif     ,Arhar/Tur,13481.0,2818.0
Karnataka,MANDYA,1997,Kharif     ,Arhar/Tur,1806.0,422.0
Karnataka,MYSORE,1997,Kharif     ,Arhar/Tur,7509.0,1812.0
Karnataka,RAICHUR,1997,Kharif     ,Arhar/Tur,25952.0,3156.0
Karnataka,RAMANAGARA,2007,Kharif     ,Arhar/Tur,3615.0,3115.0
Karnataka,SHIMOGA,1997,Kharif     ,Arhar/Tur,1951.0,456.0
Karnataka,TUMKUR,1997,Kharif     ,Arhar/Tur,11135.0,3427.0
Karnataka,UDUPI,1998,Kharif     ,Dry ginger,128.0,1507.0
Karnataka,UTTAR KANNAD,1997,Kharif     ,Arhar/Tur,218.0,51.0
Karnataka,YADGIR,2010,Kharif     ,Arhar/Tur,67495.0,48218.0
Kerala,ALAPPUZHA,1997,Whole Year ,Arecanut,2253.0,1518.0
Kerala,ERNAKULAM,1997,Whole Year ,Arecanut,3513.0,6148.0
Kerala,IDUKKI,1997,Whole Year ,Arecanut,4616.0,7131.0
Kerala,KANNUR,1997,Whole Year ,Arecanut,10588.0,14786.0
Kerala,KASARAGOD,1997,Whole Year ,Arecanut,9170.0,13737.0
Kerala,KOLLAM,1997,Whole Year ,Arecanut,2626.0,2430.0
Kerala,KOTTAYAM,1997,Whole Year ,Arecanut,1389.0,868.0
Kerala,KOZHIKODE,1997,Whole Year ,Arecanut,7434.0,10194.0
Kerala,MALAPPURAM,1997,Whole Year ,Arecanut,14893.0,14240.0
Kerala,PALAKKAD,1997,Whole Year ,Arecanut,4425.0,3336.0
Kerala,PATHANAMTHITTA,1997,Whole Year ,Arecanut,1306.0,1873.0
Kerala,THIRUVANANTHAPURAM,1997,Whole Year ,Arecanut,1079.0,491.0
Kerala,THRISSUR,1997,Whole Year ,Arecanut,6238.0,9140.0
Kerala,WAYANAD,1997,Whole Year ,Arecanut,6615.0,8103.0
Madhya Pradesh,AGAR MALWA,2013,Kharif     ,Arhar/Tur,1834.0,739.0
Madhya Pradesh,ALIRAJPUR,2008,Kharif     ,Arhar/Tur,2421.0,1270.0
Madhya Pradesh,ANUPPUR,2003,Kharif     ,Arhar/Tur,3722.0,1895.0
Madhya Pradesh,ASHOKNAGAR,2003,Kharif     ,Arhar/Tur,24.0,14.0
Madhya Pradesh,BALAGHAT,1997,Kharif     ,Arhar/Tur,3000.0,2700.0
Madhya Pradesh,BARWANI,1998,Kharif     ,Arhar/Tur,5400.0,3000.0
Madhya Pradesh,BETUL,1997,Kharif     ,Arhar/Tur,16900.0,9300.0
Madhya Pradesh,BHIND,1997,Kharif     ,Arhar/Tur,9300.0,5700.0
Madhya Pradesh,BHOPAL,1997,Kharif     ,Arhar/Tur,800.0,500.0
Madhya Pradesh,BURHANPUR,2003,Kharif     ,Arhar/Tur,3991.0,4409.0
Madhya Pradesh,CHHATARPUR,1997,Kharif     ,Arhar/Tur,11400.0,6100.0
Madhya Pradesh,CHHINDWARA,1997,Kharif     ,Arhar/Tur,23600.0,25000.0
Madhya Pradesh,DAMOH,1997,Kharif     ,Arhar/Tur,2800.0,1700.0
Madhya Pradesh,DATIA,1997,Kharif     ,Arhar/Tur,4400.0,2700.0
Madhya Pradesh,DEWAS,1997,Kharif     ,Arhar/Tur,10100.0,5200.0
Madhya Pradesh,DHAR,1997,Kharif     ,Arhar/Tur,5200.0,3000.0
Madhya Pradesh,DINDORI,1998,Kharif     ,Arhar/Tur,2400.0,2800.0
Madhya Pradesh,GUNA,1997,Kharif     ,Arhar/Tur,1300.0,800.0
Madhya Pradesh,GWALIOR,1997,Kharif     ,Arhar/Tur,4600.0,3300.0
Madhya Pradesh,HARDA,1998,Kharif     ,Arhar/Tur,3300.0,4500.0
Madhya Pradesh,HOSHANGABAD,1997,Kharif     ,Arhar/Tur,16100.0,19000.0
Madhya Pradesh,INDORE,1997,Kharif     ,Arhar/Tur,800.0,500.0
Madhya Pradesh,JABALPUR,1997,Kharif     ,Arhar/Tur,8800.0,8100.0
Madhya Pradesh,JHABUA,1997,Kharif     ,Arhar/Tur,4400.0,2600.0
Madhya Pradesh,KATNI,1998,Kharif     ,Arhar/Tur,3600.0,4600.0
Madhya Pradesh,KHANDWA,1997,Kharif     ,Arhar/Tur,15300.0,12800.0
Madhya Pradesh,KHARGONE,1997,Kharif     ,Arhar/Tur,22200.0,11700.0
Madhya Pradesh,MANDLA,1997,Kharif     ,Jowar,400.0,200.0
Madhya Pradesh,MANDSAUR,1997,Kharif     ,Arhar/Tur,3200.0,2000.0
Madhya Pradesh,MORENA,1997,Kharif     ,Arhar/Tur,7200.0,6600.0
Madhya Pradesh,NARSINGHPUR,1997,Kharif     ,Arhar/Tur,14800.0,20700.0
Madhya Pradesh,NEEMUCH,1998,Kharif     ,Arhar/Tur,800.0,600.0
Madhya Pradesh,PANNA,1997,Kharif     ,Arhar/Tur,5000.0,2500.0
Madhya Pradesh,RAISEN,1997,Kharif     ,Arhar/Tur,21200.0,19200.0
Madhya Pradesh,RAJGARH,1997,Kharif     ,Arhar/Tur,2800.0,2900.0
Madhya Pradesh,RATLAM,1997,Kharif     ,Arhar/Tur,1100.0,900.0
Madhya Pradesh,REWA,1997,Kharif     ,Arhar/Tur,12100.0,6700.0
Madhya Pradesh,SAGAR,1997,Kharif     ,Arhar/Tur,2300.0,1300.0
Madhya Pradesh,SATNA,1997,Kharif     ,Arhar/Tur,12900.0,7000.0
Madhya Pradesh,SEHORE,1997,Kharif     ,Arhar/Tur,8300.0,4600.0
Madhya Pradesh,SEONI,1997,Kharif     ,Arhar/Tur,5500.0,3100.0
Madhya Pradesh,SHAHDOL,1997,Kharif     ,Arhar/Tur,14200.0,6300.0
Madhya Pradesh,SHAJAPUR,1997,Kharif     ,Arhar/Tur,3100.0,1700.0
Madhya Pradesh,SHEOPUR,1998,Kharif     ,Arhar/Tur,1600.0,1600.0
Madhya Pradesh,SHIVPURI,1997,Kharif     ,Arhar/Tur,800.0,500.0
Madhya Pradesh,SIDHI,1997,Kharif     ,Arhar/Tur,32800.0,16700.0
Madhya Pradesh,SINGRAULI,2008,Kharif     ,Arhar/Tur,16925.0,8779.0
Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Arhar/Tur,1000.0,500.0
Madhya Pradesh,UJJAIN,1997,Kharif     ,Arhar/Tur,1300.0,900.0
Madhya Pradesh,UMARIA,1998,Kharif     ,Arhar/Tur,4700.0,2800.0
Madhya Pradesh,VIDISHA,1997,Kharif     ,Arhar/Tur,1200.0,800.0
Maharashtra,AHMEDNAGAR,1997,Autumn     ,Maize,1.0,1113.0
Maharashtra,AKOLA,1997,Kharif     ,Arhar/Tur,81200.0,64400.0
Maharashtra,AMRAVATI,1997,Kharif     ,Arhar/Tur,83400.0,61300.0
Maharashtra,BEED,1997,Kharif     ,Arhar/Tur,44200.0,7200.0
Maharashtra,BHANDARA,1997,Kharif     ,Arhar/Tur,10200.0,2700.0
Maharashtra,BULDHANA,1997,Kharif     ,Arhar/Tur,63000.0,29700.0
Maharashtra,CHANDRAPUR,1997,Kharif     ,Arhar/Tur,30300.0,9700.0
Maharashtra,DHULE,1997,Autumn     ,Maize,4.0,2901.0
